Orthogroup	Smed_jakke	g_tig_TfinalCDS
OG0000036	SMEST072548001.1.p1	m.8227_1, m.8226_1
OG0000036	MSTRG.21693.7.p1	m.4061_1, m.8699_1
OG0000036	MSTRG.16241.3.p1, MSTRG.16241.1.p1	m.5230_1
OG0000036	SMEST003807001.1.p1, MSTRG.2042.5.p1, MSTRG.2042.2.p1	m.22460_1, m.22465_1
OG0000036	MSTRG.11169.6.p1, MSTRG.11169.4.p1, MSTRG.11169.1.p1	m.8171_1
OG0000036	MSTRG.5252.2.p1, MSTRG.5252.5.p1	m.11758_1
OG0000036	MSTRG.7091.4.p2, MSTRG.7091.2.p1, SMEST020289001.1.p1, SMEST020289002.1.p1	m.3796_1
OG0000036	MSTRG.9419.1.p1	m.2819_1
OG0000036	MSTRG.10681.1.p1	m.37351_1
OG0000036	MSTRG.5763.1.p1, SMEST016115001.1.p1	m.6151_1
OG0000036	MSTRG.15787.2.p1	m.28999_1
OG0000036	SMEST056885001.1.p1	m.10999_1, m.11003_1, m.11007_1, m.11001_1
OG0000036	SMEST042606001.1.p1	m.11776_1
OG0000036	MSTRG.13215.1.p1, SMEST051839001.1.p1, MSTRG.13215.1.p2	m.2089_1
OG0000036	MSTRG.13599.2.p1, MSTRG.13599.3.p1	m.18550_1
OG0000036	MSTRG.17580.5.p2, MSTRG.17580.7.p1, SMEST064511002.1.p1, MSTRG.17580.5.p1, MSTRG.17580.6.p1, SMEST064511001.1.p1, MSTRG.17580.3.p1	m.12377_1
OG0000037	SMEST015383001.1.p1, SMEST015383002.1.p1, MSTRG.5607.3.p1	m.12504_1
OG0000037	SMEST014741002.1.p1, MSTRG.4451.3.p1	m.7685_1
OG0000037	SMEST056721001.1.p1, MSTRG.17118.4.p2	m.651_1
OG0000037	SMEST020665001.1.p1	m.13094_1
OG0000037	SMEST031561001.1.p1, MSTRG.10339.4.p1, MSTRG.10339.3.p1, SMEST031561004.1.p1	m.4864_1
OG0000037	SMEST029213001.1.p1, MSTRG.9804.3.p1	m.17103_1
OG0000037	MSTRG.17585.8.p1, MSTRG.17585.3.p1, SMEST064521001.1.p1, MSTRG.17585.6.p1	m.12560_1
OG0000037	SMEST061503001.1.p1	m.4699_1
OG0000037	MSTRG.983.4.p1, MSTRG.983.1.p1	m.6707_1
OG0000037	MSTRG.808.3.p2	m.13078_1
OG0000037	MSTRG.3494.4.p1, SMEST011827001.1.p1	m.17905_1
OG0000037	SMEST068777002.1.p1, MSTRG.19308.9.p1	m.15936_1, m.36820_1
OG0000037	MSTRG.12574.8.p2	m.2674_1, m.18911_1, m.5451_1, m.13095_1
OG0000038	MSTRG.6062.6.p2, MSTRG.6062.5.p1, MSTRG.6062.4.p1, MSTRG.6062.3.p1, SMEST018934001.1.p1	m.13371_1
OG0000040	SMEST006066001.1.p1	m.35691_1, m.41070_1
OG0000040	SMEST008583001.1.p1	m.39454_1, m.42531_1, m.42530_1, m.42777_1, m.32214_1
OG0000040	SMEST014585001.1.p2	m.36481_1, m.36478_1, m.42954_1, m.36475_1, m.30067_1, m.42331_1, m.35365_1, m.22303_1, m.36470_1, m.40240_1, m.41764_1, m.38136_1, m.41007_1, m.34012_1, m.422_1, m.16549_1
OG0000040	SMEST000180001.1.p1, SMEST056336001.1.p1	m.42774_1, m.39455_1, m.40841_1
OG0000040	SMEST024805002.1.p3	m.41071_1, m.9880_1, m.39413_1, m.36173_1, m.20240_1
OG0000040	SMEST042014001.1.p1	m.41069_1, m.37332_1, m.31391_1
OG0000040	SMEST029226012.1.p2	m.9152_1
OG0000040	MSTRG.5540.1.p1, SMEST002710001.1.p1	m.36023_1, m.41454_1, m.37331_1
OG0000040	SMEST071434001.1.p1	m.35366_1, m.14733_1, m.16551_1, m.40241_1
OG0000040	SMEST013943001.1.p1, MSTRG.14939.3.p3, SMEST027161004.1.p1, SMEST024994001.1.p3, MSTRG.20445.4.p2	m.34290_1, m.34291_1
OG0000041	SMEST055689002.1.p1, SMEST055689004.1.p1, MSTRG.16830.1.p2, MSTRG.16830.2.p2, MSTRG.16823.3.p1, MSTRG.16823.1.p1, MSTRG.16825.3.p1, SMEST055655001.1.p1, MSTRG.16825.1.p1, MSTRG.16825.2.p1	m.26216_1
OG0000043	MSTRG.21598.1.p1	m.5038_1
OG0000043	MSTRG.20334.5.p1, MSTRG.20334.6.p1, MSTRG.20334.7.p1, SMEST068491002.1.p1	m.8823_1
OG0000044	SMEST025087001.1.p1	m.30717_1
OG0000044	SMEST014782002.1.p1	m.36142_1, m.35589_1, m.41490_1
OG0000044	MSTRG.8190.1.p1, SMEST073500027.1.p1	m.10738_1, m.22121_1, m.40834_1, m.3616_1, m.42590_1
OG0000044	SMEST065925001.1.p1	m.19646_1, m.35768_1, m.35772_1, m.36132_1, m.21129_1
OG0000044	SMEST036144001.1.p1	m.37345_1
OG0000046	MSTRG.15098.6.p4, MSTRG.15098.3.p1, MSTRG.15098.2.p1	m.22630_1, m.23517_1
OG0000047	SMEST066465001.1.p1	m.183_1
OG0000047	SMEST036385001.1.p1, MSTRG.11294.2.p1, SMEST036363001.1.p1	m.7824_1, m.7823_1, m.7825_1
OG0000047	MSTRG.11294.6.p1	m.7826_1
OG0000047	SMEST004532001.1.p1	m.17407_1, m.9335_1
OG0000047	MSTRG.8497.3.p1, SMEST024172002.1.p1, SMEST024103001.1.p1	m.7437_1
OG0000047	MSTRG.5370.2.p1, SMEST017125001.1.p1	m.5255_1
OG0000047	SMEST047165003.1.p1, MSTRG.14792.3.p1, MSTRG.14792.6.p1, SMEST062609001.1.p1	m.889_1
OG0000047	SMEST062601001.1.p1	m.5601_1
OG0000047	SMEST019347001.1.p1	m.23074_1
OG0000047	SMEST001227001.1.p1, MSTRG.16853.4.p1, SMEST055797002.1.p1, MSTRG.2145.1.p1, MSTRG.2139.1.p1, MSTRG.2144.2.p1, SMEST001228002.1.p1, MSTRG.1276.1.p1	m.18431_1, m.2583_1
OG0000047	SMEST044056003.1.p1, MSTRG.13937.2.p1, SMEST044061001.1.p1, SMEST044051001.1.p1	m.1465_1
OG0000048	SMEST052511001.1.p1	m.6024_1
OG0000048	SMEST077970001.1.p1	m.5271_1
OG0000048	MSTRG.19831.4.p2, MSTRG.19831.5.p1, SMEST066725002.1.p1, MSTRG.19831.5.p2	m.8019_1
OG0000048	SMEST050484001.1.p1, MSTRG.15514.2.p1	m.28872_1
OG0000048	SMEST051170001.1.p1, MSTRG.13411.1.p1	m.6807_1
OG0000050	MSTRG.20453.5.p1, MSTRG.20453.4.p1	m.616_1
OG0000050	SMEST005201001.1.p1, MSTRG.2416.3.p1, MSTRG.2416.11.p1, MSTRG.2416.26.p1, MSTRG.2416.21.p2, MSTRG.2416.22.p2, MSTRG.2416.14.p2, MSTRG.2416.18.p2	m.11407_1
OG0000050	SMEST005199001.1.p1	m.21554_1, m.21558_1
OG0000050	MSTRG.2412.5.p1, MSTRG.2416.21.p1	m.21562_1
OG0000050	MSTRG.18610.4.p1, MSTRG.18610.3.p1	m.26781_1
OG0000050	MSTRG.7426.5.p1, MSTRG.7426.6.p1, MSTRG.7426.2.p1	m.25821_1
OG0000050	SMEST073692001.1.p1	m.7472_1, m.7471_1
OG0000050	MSTRG.21435.8.p2, MSTRG.21435.3.p2, MSTRG.21435.7.p2, SMEST073268002.1.p1, MSTRG.21435.1.p1	m.20098_1
OG0000050	SMEST014610003.1.p1, SMEST014610002.1.p1	m.20679_1
OG0000050	SMEST013939001.1.p1	m.12952_1
OG0000052	MSTRG.4445.2.p1, MSTRG.4445.13.p2, MSTRG.4445.9.p3, MSTRG.4445.7.p2, MSTRG.4445.3.p3, MSTRG.4445.1.p2, MSTRG.4445.21.p1, SMEST014728003.1.p1, MSTRG.4443.4.p1, MSTRG.4443.3.p1	m.10924_1, m.10921_1, m.448_1, m.14042_1, m.14041_1
OG0000052	SMEST014733001.1.p1	m.8784_1, m.8782_1
OG0000052	MSTRG.11848.2.p2, MSTRG.14387.3.p1	m.27295_1
OG0000052	MSTRG.8107.4.p1, SMEST024603001.1.p1	m.9250_1
OG0000052	SMEST050805001.1.p1	m.4778_1
OG0000052	SMEST033853001.1.p1, MSTRG.10620.2.p1, MSTRG.10620.3.p1	m.23982_1
OG0000053	MSTRG.22212.1.p1	m.1774_1
OG0000053	MSTRG.13403.5.p1, MSTRG.13403.2.p1, MSTRG.13403.1.p1	m.40723_1
OG0000053	MSTRG.20768.1.p1	m.17580_1
OG0000053	MSTRG.20310.2.p1, SMEST068735001.1.p1	m.3431_1
OG0000053	SMEST032206001.1.p1, MSTRG.10129.2.p1	m.3613_1
OG0000053	SMEST016539001.1.p1	m.6754_1
OG0000053	SMEST033444001.1.p1, MSTRG.10484.5.p1, MSTRG.10484.6.p1	m.763_1
OG0000053	MSTRG.262.4.p1, MSTRG.262.7.p1, MSTRG.262.1.p1, MSTRG.262.6.p1, SMEST027007001.1.p1	m.5888_1
OG0000053	SMEST056430002.1.p1, MSTRG.17048.3.p1, SMEST056430001.1.p1	m.5655_1, m.5656_1
OG0000053	SMEST057254001.1.p1	m.6500_1
OG0000053	SMEST055733001.1.p1	m.8967_1
OG0000053	SMEST065921001.1.p1	m.5930_1
OG0000053	MSTRG.15063.1.p1, SMEST048827001.1.p1	m.13344_1
OG0000053	SMEST048374002.1.p1, MSTRG.14934.2.p1, MSTRG.14934.3.p1	m.2649_1
OG0000053	SMEST059204001.1.p1	m.3792_1
OG0000053	SMEST045304001.1.p1	m.3996_1
OG0000053	MSTRG.18066.4.p1, SMEST060499001.1.p1	m.8639_1
OG0000053	SMEST024134002.1.p1, MSTRG.8505.2.p1, SMEST055266001.1.p1, MSTRG.16568.1.p1	m.23220_1
OG0000053	MSTRG.11631.3.p1, MSTRG.11631.6.p2, MSTRG.11631.4.p1, SMEST035987001.1.p1	m.17013_1
OG0000053	MSTRG.14461.2.p2, MSTRG.14461.3.p1, MSTRG.14461.5.p1, SMEST046667001.1.p1	m.8103_1
OG0000053	SMEST037115001.1.p1	m.27362_1
OG0000053	SMEST061679001.1.p1	m.6292_1
OG0000053	SMEST081749002.1.p1, SMEST081749001.1.p1	m.2796_1
OG0000053	SMEST043134001.1.p1	m.6206_1
OG0000053	MSTRG.10716.1.p1, SMEST032745001.1.p1	m.4444_1
OG0000053	SMEST065083001.1.p1, MSTRG.19388.3.p2	m.6069_1
OG0000053	SMEST031896001.1.p1	m.13909_1
OG0000053	MSTRG.20772.2.p1, MSTRG.20772.5.p1	m.6880_1
OG0000053	SMEST069482001.1.p1	m.18846_1
OG0000053	MSTRG.20772.1.p1	m.18843_1
OG0000053	SMEST030970001.1.p1	m.21262_1
OG0000053	MSTRG.23691.1.p1, SMEST080788001.1.p1, SMEST080705001.1.p1	m.2359_1, m.304_1, m.1588_1, m.12053_1, m.12052_1
OG0000053	SMEST059087001.1.p1, SMEST053975001.1.p1	m.12657_1
OG0000055	MSTRG.16505.2.p1, SMEST054535001.1.p1, MSTRG.16505.5.p1	m.2374_1
OG0000055	MSTRG.2408.2.p1, SMEST005277002.1.p1	m.14367_1
OG0000056	MSTRG.3687.1.p1, MSTRG.3687.3.p1, MSTRG.3684.1.p1, MSTRG.15348.3.p1, MSTRG.15348.2.p1, MSTRG.3689.2.p1, SMEST009674001.1.p1, SMEST009679001.1.p1, SMEST009696001.1.p1, SMEST049264001.1.p1	m.14411_1
OG0000056	MSTRG.3840.1.p1, SMEST010175001.1.p1, MSTRG.3839.2.p1	m.7061_1
OG0000057	SMEST050726001.1.p1	m.9862_1
OG0000057	SMEST021802001.1.p1	m.2954_1
OG0000057	SMEST009559001.1.p1, MSTRG.7143.1.p1	m.5221_1
OG0000057	MSTRG.20462.1.p1, SMEST073695001.1.p1	m.350_1
OG0000057	SMEST021627001.1.p1, MSTRG.7713.1.p1	m.2695_1
OG0000057	SMEST008659001.1.p1	m.17814_1
OG0000057	MSTRG.13625.3.p1, SMEST043678001.1.p1	m.812_1
OG0000058	MSTRG.9038.3.p1, SMEST041839002.1.p1, MSTRG.9038.6.p1	m.26528_1
OG0000058	MSTRG.3007.6.p2, MSTRG.3007.1.p1, MSTRG.3007.6.p1	m.23039_1, m.23040_1
OG0000058	SMEST056411002.1.p1	m.31789_1
OG0000058	MSTRG.3926.13.p1, SMEST010241002.1.p1	m.26877_1
OG0000058	MSTRG.6134.6.p1, MSTRG.6134.6.p3, MSTRG.6134.5.p1, SMEST019264001.1.p1	m.19533_1
OG0000058	MSTRG.19332.5.p1, MSTRG.19332.6.p1, MSTRG.19332.2.p1, SMEST068881001.1.p1, MSTRG.19332.2.p2, SMEST068881002.1.p1	m.21100_1
OG0000058	MSTRG.12449.9.p1, MSTRG.12449.4.p1, SMEST039747001.1.p1	m.30061_1
OG0000058	SMEST005445002.1.p1	m.11363_1
OG0000058	MSTRG.17064.2.p1, SMEST056474001.1.p1	m.14321_1
OG0000058	MSTRG.19576.11.p2, MSTRG.19576.9.p1, MSTRG.19576.1.p1	m.29592_1
OG0000059	SMEST054557001.1.p1	m.19165_1
OG0000059	MSTRG.4005.6.p1	m.11923_1
OG0000061	SMEST052596001.1.p1	m.38634_1
OG0000061	SMEST030735001.1.p1	m.36255_1, m.28980_1
OG0000061	MSTRG.14867.1.p1, SMEST042628002.1.p1	m.4780_1, m.41979_1
OG0000061	SMEST065712001.1.p1, SMEST000523001.1.p1, SMEST065368001.1.p1, SMEST033414001.1.p1, MSTRG.7831.24.p2, SMEST024883001.1.p1, SMEST078061001.1.p1, SMEST029155001.1.p1, SMEST030834001.1.p1, SMEST056377001.1.p1	m.40545_1
OG0000061	SMEST003086001.1.p1, SMEST066028001.1.p1, SMEST031574001.1.p1, SMEST030376001.1.p1	m.25198_1, m.21018_1, m.31069_1
OG0000061	SMEST013608001.1.p1	m.28375_1
OG0000061	SMEST067268001.1.p1, MSTRG.8907.1.p1	m.34899_1, m.41679_1
OG0000061	SMEST032685001.1.p1, MSTRG.487.11.p3, SMEST009678001.1.p1	m.39759_1
OG0000061	SMEST072194002.1.p1	m.28376_1
OG0000061	SMEST047334004.1.p1, SMEST043588001.1.p1, SMEST061124002.1.p1, SMEST061124005.1.p1, SMEST061124003.1.p1, SMEST026738001.1.p1, SMEST036749001.1.p1	m.28374_1, m.24613_1, m.41678_1
OG0000061	SMEST074559001.1.p1	m.40546_1
OG0000061	SMEST069312001.1.p1, SMEST065713001.1.p1, SMEST049700001.1.p1, SMEST070556001.1.p1, SMEST065713001.1.p3	m.40111_1
OG0000061	SMEST002531001.1.p1	m.36946_1
OG0000061	SMEST052447001.1.p1, SMEST008969001.1.p1	m.38383_1
OG0000061	SMEST029489001.1.p1, SMEST060281001.1.p1, SMEST070180001.1.p1	m.24527_1
OG0000062	MSTRG.11379.2.p1	m.2347_1
OG0000062	SMEST036336002.1.p1	m.2348_1
OG0000062	MSTRG.22994.3.p1, MSTRG.22994.2.p1, SMEST078333001.1.p1	m.6369_1
OG0000062	MSTRG.23472.4.p2, MSTRG.23472.2.p2, SMEST080027001.1.p1	m.1730_1
OG0000062	MSTRG.4327.4.p1, SMEST014306004.1.p1	m.1951_1
OG0000062	MSTRG.10857.4.p1, SMEST033317001.1.p1	m.11420_1
OG0000062	SMEST031150001.1.p1	m.24456_1
OG0000062	SMEST009191001.1.p1, MSTRG.2731.3.p1	m.2805_1
OG0000062	SMEST065612001.1.p1	m.7546_1
OG0000063	MSTRG.5016.3.p1, MSTRG.5016.4.p1, SMEST014166001.1.p1, SMEST014167001.1.p1, MSTRG.15285.3.p1, SMEST049722001.1.p1, SMEST014016001.1.p1, SMEST013992001.1.p1, SMEST014171001.1.p1, SMEST014017001.1.p1, SMEST013991001.1.p1, SMEST013980002.1.p1, MSTRG.15290.3.p1, SMEST049723001.1.p1	m.28049_1, m.28048_1
OG0000063	SMEST014169001.1.p1	m.5082_1, m.25516_1
OG0000063	SMEST049716002.1.p1	m.791_1
OG0000063	SMEST049555003.1.p1, MSTRG.15305.3.p1, SMEST049781001.1.p1, SMEST049783001.1.p1	m.1004_1, m.27105_1, m.6671_1, m.18376_1, m.18378_1, m.18375_1, m.18380_1, m.18381_1, m.3671_1
OG0000063	MSTRG.2502.3.p1, MSTRG.2502.2.p1	m.9424_1
OG0000063	SMEST005279001.1.p1	m.9423_1
OG0000063	SMEST063471002.1.p1, SMEST063517001.1.p1	m.17333_1
OG0000063	MSTRG.11203.1.p1, SMEST034294001.1.p1, SMEST054075001.1.p1	m.10902_1, m.410_1, m.10901_1
OG0000063	SMEST024014001.1.p1	m.9996_1
OG0000063	SMEST049790001.1.p1	m.17649_1
OG0000065	MSTRG.3782.1.p1, MSTRG.3782.4.p1	m.30967_1
OG0000068	SMEST009863001.1.p1, MSTRG.3769.2.p1	m.43641_1
OG0000068	MSTRG.3770.4.p1, SMEST009877001.1.p1, SMEST009878001.1.p1, MSTRG.3776.8.p1, MSTRG.3776.2.p1, SMEST009878002.1.p1, MSTRG.3776.4.p1	m.12384_1
OG0000068	SMEST009988001.1.p1, MSTRG.3753.2.p1, MSTRG.3753.3.p1	m.17736_1
OG0000068	MSTRG.3772.5.p1, MSTRG.3772.4.p1, MSTRG.3772.3.p1	m.16060_1, m.16062_1, m.16061_1, m.32002_1
OG0000069	MSTRG.2122.2.p1	m.3690_1, m.3691_1
OG0000069	SMEST074486001.1.p1	m.7862_1
OG0000069	MSTRG.2122.2.p2, MSTRG.21523.4.p2, MSTRG.21523.2.p1, SMEST078255001.1.p1, MSTRG.21523.3.p1	m.7768_1
OG0000069	MSTRG.5754.3.p3, MSTRG.5754.2.p1, SMEST016089002.1.p1	m.10130_1
OG0000069	SMEST016088001.1.p1	m.16622_1
OG0000071	MSTRG.616.4.p2, MSTRG.616.5.p2, SMEST026219001.1.p1, MSTRG.616.3.p1, MSTRG.616.4.p1	m.7902_1
OG0000071	MSTRG.12472.4.p1, SMEST039842001.1.p1	m.19978_1
OG0000071	SMEST017536002.1.p1	m.26037_1
OG0000071	MSTRG.13775.4.p1, SMEST044234001.1.p1, MSTRG.13775.3.p1, MSTRG.13775.2.p1	m.25920_1
OG0000072	MSTRG.3463.2.p3, MSTRG.3463.1.p1, MSTRG.3463.2.p1	m.20505_1
OG0000073	SMEST049199001.1.p1	m.33962_1
OG0000073	MSTRG.9207.13.p3	m.38160_1
OG0000073	MSTRG.11864.1.p1	m.40500_1, m.43500_1, m.19482_1, m.9647_1, m.27425_1, m.1800_1, m.40691_1, m.42619_1, m.37236_1, m.264_1, m.35502_1, m.43491_1, m.41621_1, m.4964_1
OG0000073	SMEST005372001.1.p1	m.39594_1, m.31398_1, m.27424_1, m.14913_1, m.42350_1, m.40008_1, m.40012_1, m.40796_1, m.42974_1, m.23188_1, m.38431_1, m.2386_1, m.35418_1, m.4547_1, m.31961_1, m.28976_1
OG0000074	MSTRG.3735.5.p1	m.7348_1, m.4101_1
OG0000074	SMEST078276002.1.p1, SMEST023546001.1.p1, SMEST031778001.1.p1, SMEST063482001.1.p1, SMEST014475001.1.p1, SMEST051183001.1.p1, SMEST078886002.1.p1, SMEST025956002.1.p1, SMEST055265001.1.p1, SMEST015191001.1.p1, SMEST066333001.1.p1, SMEST066333002.1.p1, SMEST049398001.1.p1	m.4102_1
OG0000074	SMEST004638001.1.p1, SMEST023573003.1.p1, SMEST067128001.1.p1, MSTRG.8368.1.p1, SMEST023833001.1.p1, SMEST028811001.1.p1, SMEST019820003.1.p1, MSTRG.6906.1.p1, SMEST043019001.1.p1, MSTRG.2570.5.p2	m.7347_1
OG0000074	SMEST009011001.1.p1	m.2807_1
OG0000074	SMEST069843001.1.p1	m.4100_1
OG0000074	SMEST063429002.1.p1, SMEST016878001.1.p1	m.2808_1
OG0000074	SMEST079004001.1.p1	m.2523_1
OG0000074	SMEST017700001.1.p1, SMEST079660001.1.p1, SMEST079650001.1.p1	m.12296_1
OG0000074	SMEST039778001.1.p1	m.8847_1
OG0000074	SMEST005035002.1.p1, SMEST071756001.1.p1, SMEST057127001.1.p1, MSTRG.4821.1.p1, SMEST057667001.1.p1, SMEST020613002.1.p1, SMEST010593001.1.p1, SMEST081292001.1.p1, SMEST019721001.1.p1, SMEST009421001.1.p1	m.9111_1
OG0000075	MSTRG.19492.1.p2, SMEST065495001.1.p1, MSTRG.19492.1.p1	m.34587_1
OG0000077	SMEST056256002.1.p1, MSTRG.16979.2.p1	m.21615_1
OG0000077	SMEST062699001.1.p1	m.12917_1
OG0000077	SMEST068215002.1.p1	m.12920_1
OG0000077	SMEST061528001.1.p1	m.2744_1
OG0000077	SMEST051815001.1.p1, MSTRG.13143.3.p1, SMEST051540001.1.p1	m.29727_1
OG0000077	SMEST040632001.1.p1	m.20113_1, m.30420_1, m.30421_1, m.22728_1
OG0000077	SMEST080727001.1.p1, SMEST080711001.1.p1, MSTRG.23673.2.p1, SMEST077989001.1.p1	m.17971_1
OG0000078	MSTRG.16633.2.p1, SMEST055035001.1.p1, MSTRG.16633.4.p1	m.4270_1
OG0000078	MSTRG.1559.3.p2, MSTRG.1559.3.p1, SMEST002069001.1.p1, SMEST049719001.1.p1	m.3700_1
OG0000078	MSTRG.13096.1.p1	m.3521_1
OG0000078	MSTRG.19758.1.p1	m.9486_1
OG0000078	MSTRG.20189.2.p1, SMEST067888002.1.p1, MSTRG.20189.1.p1	m.1829_1
OG0000081	MSTRG.19443.3.p2, SMEST065309001.1.p1, MSTRG.19443.4.p1, MSTRG.19443.1.p1	m.20401_1
OG0000081	SMEST023375002.1.p1, MSTRG.8308.4.p1, SMEST023375001.1.p1, MSTRG.8308.1.p1	m.12959_1
OG0000082	SMEST074489001.1.p1	m.8925_1
OG0000082	SMEST025307002.1.p1, MSTRG.8056.4.p1, MSTRG.8056.1.p1, SMEST025308001.1.p1	m.16243_1
OG0000083	MSTRG.14133.5.p2, MSTRG.14133.3.p2, SMEST045477001.1.p1	m.8790_1
OG0000083	MSTRG.11460.1.p1	m.5132_1
OG0000083	MSTRG.1337.2.p1, MSTRG.1337.3.p1, SMEST001433001.1.p1, MSTRG.1337.3.p2	m.7804_1
OG0000083	SMEST068877001.1.p1, MSTRG.19330.2.p1, MSTRG.19331.2.p1, SMEST068874001.1.p1	m.3781_1
OG0000083	MSTRG.3680.1.p1, SMEST009665001.1.p1, MSTRG.3682.4.p1, MSTRG.3682.5.p1	m.22771_1
OG0000084	MSTRG.16516.4.p1, MSTRG.16516.2.p1, SMEST054563001.1.p1	m.7065_1
OG0000084	SMEST032457001.1.p1, SMEST032430001.1.p1, MSTRG.10195.2.p1, MSTRG.10197.2.p1	m.29615_1, m.29616_1, m.29619_1, m.29618_1, m.26082_1, m.26090_1, m.26078_1, m.26077_1, m.26091_1
OG0000085	SMEST047775003.1.p1, MSTRG.14648.5.p1, MSTRG.14648.3.p2, MSTRG.14648.2.p2	m.16260_1
OG0000085	MSTRG.11275.8.p1, MSTRG.11275.5.p1, MSTRG.11275.3.p1, SMEST034669001.1.p1	m.18820_1
OG0000085	MSTRG.11275.5.p2, MSTRG.11275.4.p1, MSTRG.16436.8.p2, SMEST054266003.1.p1, MSTRG.16436.5.p2, MSTRG.16436.1.p1, MSTRG.16436.5.p1, SMEST054276001.1.p1	m.8050_1
OG0000086	MSTRG.18095.7.p1, SMEST060615001.1.p1, MSTRG.18095.2.p2, MSTRG.18095.5.p1	m.10002_1
OG0000086	SMEST066847002.1.p1, SMEST066847001.1.p1	m.7315_1
OG0000086	MSTRG.15219.4.p1, SMEST049463003.1.p1, MSTRG.15219.10.p1	m.15843_1
OG0000086	SMEST019933001.1.p1	m.8696_1
OG0000086	MSTRG.23480.1.p1, SMEST080078003.1.p1, SMEST080078002.1.p1	m.12497_1
OG0000087	MSTRG.46.1.p1, MSTRG.46.4.p1	m.3584_1
OG0000088	SMEST016362001.1.p1	m.8777_1
OG0000088	MSTRG.23632.6.p2	m.24570_1
OG0000088	MSTRG.289.3.p1	m.7008_1
OG0000088	SMEST027123002.1.p1, SMEST027123001.1.p1	m.38536_1, m.1493_1
OG0000088	SMEST039089001.1.p1	m.28161_1
OG0000088	MSTRG.6483.1.p1	m.28284_1, m.28283_1, m.8611_1, m.29163_1, m.8618_1
OG0000088	MSTRG.12223.3.p1	m.31193_1
OG0000088	SMEST047296001.1.p1	m.20481_1
OG0000088	SMEST047778001.1.p1	m.10350_1
OG0000088	SMEST054989001.1.p1	m.22127_1, m.20810_1, m.9990_1, m.23288_1, m.12405_1, m.3559_1, m.7850_1
OG0000088	SMEST014996001.1.p1	m.7298_1, m.17599_1
OG0000088	MSTRG.17.1.p1	m.7475_1, m.5339_1, m.13845_1
OG0000090	SMEST026828001.1.p1	m.26709_1, m.42363_1
OG0000090	SMEST045018001.1.p1, SMEST034450002.1.p1	m.38259_1
OG0000090	MSTRG.1796.3.p1	m.9576_1
OG0000091	MSTRG.17834.1.p1, MSTRG.17836.4.p1, SMEST059596001.1.p1, SMEST059604001.1.p1, SMEST059598001.1.p1	m.3230_1
OG0000091	MSTRG.22963.2.p1, SMEST078459001.1.p1	m.6016_1
OG0000091	SMEST013937001.1.p2	m.1225_1
OG0000092	SMEST006966001.1.p1	m.3031_1
OG0000092	MSTRG.7515.1.p1, MSTRG.7515.8.p1	m.18749_1
OG0000092	SMEST027375002.1.p1, MSTRG.9300.1.p1	m.7071_1
OG0000092	SMEST066855003.1.p1, SMEST066855001.1.p1, MSTRG.19876.5.p1, SMEST066855002.1.p1, MSTRG.19876.1.p1	m.13445_1
OG0000092	MSTRG.11611.1.p1	m.4607_1
OG0000092	SMEST064393001.1.p1	m.6772_1
OG0000092	MSTRG.17545.1.p1, SMEST064388001.1.p1	m.6773_1
OG0000092	MSTRG.15103.2.p1, SMEST049048003.1.p1	m.8016_1
OG0000092	MSTRG.13387.11.p1, SMEST051050001.1.p1, MSTRG.13387.3.p1, MSTRG.13387.6.p1, MSTRG.13387.8.p1, MSTRG.13387.7.p1	m.13091_1
OG0000092	SMEST076892001.1.p1	m.6805_1
OG0000092	SMEST056335001.1.p1, MSTRG.16893.1.p1	m.9953_1
OG0000092	SMEST047057002.1.p1, MSTRG.14427.2.p1	m.35380_1
OG0000092	MSTRG.21017.2.p1, MSTRG.21017.1.p1	m.7670_1
OG0000092	MSTRG.22816.1.p1	m.9474_1
OG0000094	SMEST066311001.1.p1	m.3446_1
OG0000094	SMEST063633001.1.p1	m.11319_1
OG0000094	SMEST048042002.1.p1	m.5874_1
OG0000094	MSTRG.17063.3.p1, MSTRG.17063.4.p2, SMEST056472001.1.p1	m.5621_1
OG0000098	SMEST035965002.1.p1	m.32497_1, m.32502_1
OG0000098	SMEST029534001.1.p1, SMEST068703001.1.p1, SMEST056983001.1.p1, SMEST068605001.1.p1, MSTRG.10778.2.p1, SMEST032896002.1.p1, SMEST032891001.1.p1, MSTRG.10778.4.p1, MSTRG.10781.1.p1	m.16127_1, m.37241_1, m.37239_1
OG0000098	MSTRG.9886.5.p1, SMEST029537001.1.p1	m.37237_1, m.37238_1
OG0000100	SMEST078341001.1.p1, SMEST078341002.1.p1, MSTRG.22999.4.p1	m.5115_1
OG0000100	SMEST022420001.1.p1, SMEST072395001.1.p1	m.20283_1
OG0000100	MSTRG.5396.3.p1, SMEST017182001.1.p1	m.8883_1, m.8882_1, m.20400_1
OG0000100	SMEST017178001.1.p1	m.5206_1, m.13251_1, m.13247_1
OG0000101	SMEST071026001.1.p1, MSTRG.20909.1.p1	m.11745_1
OG0000101	MSTRG.23454.1.p1	m.1746_1
